name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cartago, costa rica",2009-01-01,24.4,19.1,21.6,24.4,19.1,21.6,15.9,70.4,1.362,100,4.17,rain,,,,29.5,103.1,1011.1,47.6,11.6,,,,,2009-01-01T05:51:38,2009-01-01T17:25:23,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-02,26.8,19.1,22.3,27.6,19.1,22.4,15.8,67.2,0,0,0,,,,,25.3,96.3,1010.3,21.6,12.2,,,,,2009-01-02T05:52:01,2009-01-02T17:25:56,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-03,27.2,19.1,22.9,27.8,19.1,23,15.2,62.1,0,0,0,,,,,24.1,84.4,1009.9,22.4,12.1,,,,,2009-01-03T05:52:24,2009-01-03T17:26:28,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-04,28.2,20.1,23.5,28.6,20.1,23.6,16.4,65,0,0,0,,,,,27.7,86,1011.2,23.5,12.4,,,,,2009-01-04T05:52:47,2009-01-04T17:27:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-05,26.3,19.1,22.8,26.3,19.1,22.8,17.5,72.6,1.138,100,4.17,rain,,,,24.5,90,1011.7,60,11.3,,,,,2009-01-05T05:53:08,2009-01-05T17:27:32,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-06,27.9,18.1,22.7,29,18.1,22.9,18,75.7,0,0,0,,,,,20.5,76.3,1010.4,60,11.6,,,,,2009-01-06T05:53:29,2009-01-06T17:28:04,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-07,27.2,18.1,22.2,28.2,18.1,22.3,17.4,75,10.556,100,8.33,rain,,,,18.9,83.8,1010.4,74,11.2,,,,,2009-01-07T05:53:49,2009-01-07T17:28:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-08,29.6,19.1,21.9,34.1,19.1,22.2,17.3,76,0,0,0,,,,,17.9,90.3,1010.5,47.7,12.9,,,,,2009-01-08T05:54:08,2009-01-08T17:29:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-09,27.3,20.5,23.3,27.4,20.5,23.3,15,60.3,0,0,0,,,,,26.7,83.2,1011.8,41.2,12.1,,,,,2009-01-09T05:54:26,2009-01-09T17:29:40,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-10,27.9,20.1,22.9,28,20.1,23,13.3,55.2,0,0,0,,,,,26.7,88.5,1012.1,44.3,12,,,,,2009-01-10T05:54:43,2009-01-10T17:30:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-11,26.4,19.1,22.5,26.4,19.1,22.5,15.8,66.6,0,0,0,,,,,25.9,90.7,1011.1,58.6,11.9,,,,,2009-01-11T05:54:59,2009-01-11T17:30:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-12,26.9,19.5,22.5,27.5,19.5,22.5,15.3,64.3,0,0,0,,,,,27.3,90.9,1010.4,72.8,11.3,,,,,2009-01-12T05:55:15,2009-01-12T17:31:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-13,26.6,17.1,22.1,26.6,17.1,22.1,15.6,67,1.362,100,4.17,rain,,,,29.5,90.7,1011.4,69.4,12.2,,,,,2009-01-13T05:55:29,2009-01-13T17:31:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-14,26.8,19.1,22.4,27.4,19.1,22.4,15.4,65.2,0,0,0,,,,,24.6,81.2,1013,47.1,11.3,,,,,2009-01-14T05:55:43,2009-01-14T17:32:14,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-15,24.4,19.1,21.4,24.4,19.1,21.4,15.1,67.7,0,0,0,,,,,31.3,99.7,1012.9,53.7,11.9,,,,,2009-01-15T05:55:56,2009-01-15T17:32:43,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-16,23.1,18.1,20.9,23.1,18.1,20.9,14.2,65.8,0,0,0,,,,,27.6,98.4,1014.1,79.1,11.6,,,,,2009-01-16T05:56:07,2009-01-16T17:33:13,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-17,24.8,18.5,21.4,24.8,18.5,21.4,14.1,63.2,0,0,0,,,,,33.5,89.8,1014.3,74.6,11.4,,,,,2009-01-17T05:56:18,2009-01-17T17:33:42,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-18,29.1,18.5,22,28.1,18.5,21.9,13.7,60.1,0,0,0,,,,,30.3,102.1,1014.3,31.9,12.6,,,,,2009-01-18T05:56:28,2009-01-18T17:34:10,0.77,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-19,25.9,18.5,21.7,25.9,18.5,21.7,15.6,68.4,0.223,100,4.17,rain,,,,27.7,101.2,1014,50,12.1,,,,,2009-01-19T05:56:37,2009-01-19T17:34:39,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-20,26.4,17.1,21.6,26.4,17.1,21.6,16.5,73.1,0,0,0,,,,,19.3,57,1013.5,75.9,12.5,,,,,2009-01-20T05:56:44,2009-01-20T17:35:06,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-21,23.4,17.9,20.1,23.4,17.9,20.1,14,68.1,1.138,100,4.17,rain,,,,26,111.2,1014.3,86.7,12.3,,,,,2009-01-21T05:56:51,2009-01-21T17:35:33,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-22,23.6,18.1,20.7,23.6,18.1,20.7,15.7,73.3,1.986,100,4.17,rain,,,,28.8,98.5,1014.5,53.9,11.5,,,,,2009-01-22T05:56:57,2009-01-22T17:36:00,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-23,26.2,20.1,22.7,26.2,20.1,22.7,15.9,65.9,0.223,100,4.17,rain,,,,29,92.6,1013,29.3,12.5,,,,,2009-01-23T05:57:01,2009-01-23T17:36:26,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-24,26.9,18.5,22.8,27.6,18.5,22.9,15.9,65.4,0.112,100,4.17,rain,,,,24.1,86.7,1012.3,26.3,12,,,,,2009-01-24T05:57:05,2009-01-24T17:36:52,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-25,24.5,19.1,21.3,24.5,19.1,21.3,17,76.6,2.862,100,8.33,rain,,,,22.3,102.2,1012,69.5,11.4,,,,,2009-01-25T05:57:08,2009-01-25T17:37:17,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-26,26.6,19.5,22.2,26.6,19.5,22.2,15.6,66.5,0.446,100,4.17,rain,,,,28.3,92.1,1011.3,33.8,12.5,,,,,2009-01-26T05:57:09,2009-01-26T17:37:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-27,28.1,18.5,22.9,28.7,18.5,22.9,15.2,62.9,0,0,0,,,,,25.9,84.3,1011.4,23,11.9,,,,,2009-01-27T05:57:10,2009-01-27T17:38:05,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-28,26.1,19.5,22.7,26.1,19.5,22.7,16.4,68.3,11.406,100,4.17,rain,,,,26.1,108.9,1010.6,38.7,12.4,,,,,2009-01-28T05:57:09,2009-01-28T17:38:28,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-29,27.5,19.5,23.1,28.3,19.5,23.3,16.9,68.8,0,0,0,,,,,24.1,90.2,1012,55.1,11.8,,,,,2009-01-29T05:57:08,2009-01-29T17:38:51,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-30,28.5,19.5,23.2,28.9,19.5,23.3,16.3,66.2,0,0,0,,,,,29.5,85.6,1012.7,36.6,12.3,,,,,2009-01-30T05:57:05,2009-01-30T17:39:13,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-01-31,25.8,18.1,22,25.8,18.1,22,15.7,67.8,0,0,0,,,,,27.7,87.5,1012.4,37.1,12.6,,,,,2009-01-31T05:57:02,2009-01-31T17:39:34,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-01,26.7,19.1,22.3,27,19.1,22.4,13.5,57.6,0,0,0,,,,,29.5,95.7,1011.1,50.7,11.6,,,,,2009-02-01T05:56:57,2009-02-01T17:39:55,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-02,27.6,16.1,22.5,27.8,16.1,22.5,14.8,62.6,0,0,0,,,,,22.2,99.7,1010.5,26.4,13.1,,,,,2009-02-02T05:56:52,2009-02-02T17:40:15,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-03,26.1,19.1,22.7,26.1,19.1,22.7,17,70.8,1.138,100,4.17,rain,,,,29.5,98.1,1011.1,60.9,12.5,,,,,2009-02-03T05:56:45,2009-02-03T17:40:34,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-04,24.3,18.9,21.3,24.3,18.9,21.3,15.4,69.2,9.352,100,4.17,rain,,,,46.4,94.9,1013.8,71.5,11.8,,,,,2009-02-04T05:56:38,2009-02-04T17:40:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-05,25,19.1,21.4,25,19.1,21.4,15.4,68.5,0.915,100,4.17,rain,,,,39.1,83.2,1013.3,55.4,12.4,,,,,2009-02-05T05:56:29,2009-02-05T17:41:11,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-06,23.7,17.5,20.5,23.7,17.5,20.5,15,70.7,3.183,100,4.17,rain,,,,46.4,99.6,1014.2,41.5,12.1,,,,,2009-02-06T05:56:19,2009-02-06T17:41:29,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-07,24.6,18.5,21.3,24.6,18.5,21.3,14.7,66.4,3.794,100,4.17,rain,,,,35.3,99.1,1012.2,32.9,12.4,,,,,2009-02-07T05:56:09,2009-02-07T17:41:46,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-08,27.7,19.9,22.7,28.4,19.9,22.8,15.7,64.9,1.362,100,4.17,rain,,,,38.9,91.9,1012.4,37,11.6,,,,,2009-02-08T05:55:58,2009-02-08T17:42:02,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-09,27.9,19.5,22.6,28.5,19.5,22.7,14.3,59.7,0,0,0,,,,,40.7,84.4,1012.1,60.5,12.6,,,,,2009-02-09T05:55:45,2009-02-09T17:42:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-10,25.9,18.5,21.9,25.9,18.5,21.9,13.9,61,0,0,0,,,,,28,94.9,1011.7,23.1,12.3,,,,,2009-02-10T05:55:32,2009-02-10T17:42:32,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-11,27.6,18.9,22.9,27.9,18.9,23,15,61.9,0,0,0,,,,,25.9,93.3,1011.7,21.7,12,,,,,2009-02-11T05:55:18,2009-02-11T17:42:46,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-12,26.7,21.1,23.3,27.6,21.1,23.3,16.9,68,0.849,100,8.33,rain,,,,37.1,104.1,1011.2,52.9,12.5,,,,,2009-02-12T05:55:02,2009-02-12T17:43:00,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-13,28.2,20.1,23.7,28.3,20.1,23.8,16.1,63.2,1.205,100,4.17,rain,,,,25.9,88,1011.7,28.6,12.4,,,,,2009-02-13T05:54:46,2009-02-13T17:43:13,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-14,26.9,19.1,22.8,27.7,19.1,22.8,16.4,67.6,0.201,100,4.17,rain,,,,23.4,93.4,1010.9,49.4,12.2,,,,,2009-02-14T05:54:30,2009-02-14T17:43:25,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-15,28.3,19.1,22.5,28.6,19.1,22.6,16.1,68.2,0.067,100,4.17,rain,,,,15.6,97.3,1010.8,31.2,12.6,,,,,2009-02-15T05:54:12,2009-02-15T17:43:37,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-16,27.4,17.1,22.1,27.2,17.1,22.1,13.5,60.1,0,0,0,,,,,28.8,82.1,1013.2,21.4,12.1,,,,,2009-02-16T05:53:53,2009-02-16T17:43:48,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-17,26.8,18.1,21.9,26.8,18.1,21.9,11.6,53.2,0.045,100,4.17,rain,,,,34.1,84,1012.4,24.4,12.8,,,,,2009-02-17T05:53:34,2009-02-17T17:43:59,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-18,26.9,18.1,21.9,26.9,18.1,21.9,10.9,50.7,0,0,0,,,,,27.7,86.3,1011.8,8.6,12.2,,,,,2009-02-18T05:53:14,2009-02-18T17:44:09,0.83,Clear,Clear conditions throughout the day.,clear-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-19,28.5,18.1,22.7,29.5,18.1,22.8,16.6,69.3,0,0,0,,,,,25.9,106.7,1010.2,33.7,12.6,,,,,2009-02-19T05:52:53,2009-02-19T17:44:18,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-20,25.2,21.1,22.8,25.2,21.1,22.8,16.7,68.8,13.43,100,8.33,rain,,,,38.9,102.4,1008.7,69.6,11.9,,,,,2009-02-20T05:52:31,2009-02-20T17:44:27,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-21,26.5,20.1,22.5,26.5,20.1,22.5,15,62.9,6.093,100,4.17,rain,,,,37.1,89.8,1011.1,39.7,11.6,,,,,2009-02-21T05:52:08,2009-02-21T17:44:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-22,27.3,19.1,23.1,27.7,19.1,23.1,16,65,0.759,100,4.17,rain,,,,31.3,76.8,1011,59.8,13,,,,,2009-02-22T05:51:45,2009-02-22T17:44:42,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-23,26.3,20.1,22.8,26.3,20.1,22.8,15.4,63.2,1.585,100,4.17,rain,,,,33.5,84.6,1012.4,28.3,12.1,,,,,2009-02-23T05:51:21,2009-02-23T17:44:49,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-24,28.3,19.1,22.9,28.6,19.1,22.9,14.7,60.6,0.242,100,4.17,rain,,,,27.7,86.3,1010.9,25.3,12.4,,,,,2009-02-24T05:50:57,2009-02-24T17:44:56,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-25,26.2,19.1,21.9,26.2,19.1,21.9,15,65.6,0.403,100,4.17,rain,,,,28.3,92.1,1010.6,19.8,12.4,,,,,2009-02-25T05:50:32,2009-02-25T17:45:02,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-26,25.8,20.1,21.9,25.8,20.1,21.9,15.9,68.8,2.166,100,8.33,rain,,,,29.1,113,1012.3,36.7,12,,,,,2009-02-26T05:50:06,2009-02-26T17:45:08,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-27,25.4,20,21.9,25.4,20,21.9,16,69.2,3.571,100,8.33,rain,,,,29.7,113,1010.3,41.3,12.3,,,,,2009-02-27T05:49:39,2009-02-27T17:45:13,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-02-28,27.7,19.1,22.1,28.7,19.1,22.3,15.6,66.9,0.806,100,4.17,rain,,,,24.1,98,1009.8,22.7,12.2,,,,,2009-02-28T05:49:12,2009-02-28T17:45:17,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-01,30.9,19.1,22.4,30.3,19.1,22.5,14.8,63.1,0.322,100,8.33,rain,,,,27.7,94.5,1010.4,19.6,12.9,,,,,2009-03-01T05:48:44,2009-03-01T17:45:21,0.1,Rain,Clear conditions throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-02,24.3,19.1,20.5,24.3,19.1,20.5,14.3,67.9,2.015,100,4.17,rain,,,,29.2,102.7,1012,29,12.8,,,,,2009-03-02T05:48:16,2009-03-02T17:45:25,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-03,24,19.1,21.1,24,19.1,21.1,15,68.4,1.361,100,8.33,rain,,,,31.3,105.3,1012.8,28.3,12.2,,,,,2009-03-03T05:47:47,2009-03-03T17:45:28,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-04,24.8,17.1,20.8,24.8,17.1,20.8,15.4,71.6,2.258,100,8.33,rain,,,,28.9,106.4,1012.7,61,11.5,,,,,2009-03-04T05:47:18,2009-03-04T17:45:31,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-05,25.5,20.1,22.4,25.5,20.1,22.4,16.5,69.4,17.37,100,12.5,rain,,,,29,100.9,1012,38.5,11.9,,,,,2009-03-05T05:46:49,2009-03-05T17:45:33,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-06,25.5,19.9,22.8,25.5,19.9,22.8,16,65.5,19.655,100,8.33,rain,,,,32.9,96.3,1012.1,40.8,12,,,,,2009-03-06T05:46:18,2009-03-06T17:45:36,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-07,26.9,20.1,22.8,27.4,20.1,22.8,15.8,65.2,1.362,100,4.17,rain,,,,28.5,95.1,1010.7,29.1,12.9,,,,,2009-03-07T05:45:48,2009-03-07T17:45:37,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-08,25.8,20.1,22.6,25.8,20.1,22.6,16.7,69.4,22.343,100,8.33,rain,,,,27.7,104.7,1010.7,47.5,11,,,,,2009-03-08T05:45:17,2009-03-08T17:45:39,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-09,26.8,19.9,22.3,27.7,19.9,22.3,16.4,69.7,18.728,100,8.33,rain,,,,25.2,107,1011,35.1,12.4,,,,,2009-03-09T05:44:45,2009-03-09T17:45:40,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-10,26.9,18.9,21.8,27.5,18.9,21.9,15,65.8,5.117,100,4.17,rain,,,,31,97.6,1013.4,35.5,11.1,,,,,2009-03-10T05:44:13,2009-03-10T17:45:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-11,27.4,18.1,21.7,27.7,18.1,21.8,14.3,63.3,0,0,0,,,,,27.8,99.6,1009.3,18.1,11.5,,,,,2009-03-11T05:43:41,2009-03-11T17:45:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-12,27.4,17.5,21.9,27.6,17.5,21.9,13.8,61,0,0,0,,,,,27.7,96.3,1010.8,18.6,12.8,,,,,2009-03-12T05:43:09,2009-03-12T17:45:41,0.52,Clear,Clear conditions throughout the day.,clear-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-13,27.7,18.1,22.3,27.8,18.1,22.3,14.4,61.8,0,0,0,,,,,27.7,96.6,1011.8,23.3,12.6,,,,,2009-03-13T05:42:36,2009-03-13T17:45:41,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-14,28.5,18.1,22.6,29.1,18.1,22.7,15.7,65.9,0,0,0,,,,,20.8,90.5,1011.8,33,12.7,,,,,2009-03-14T05:42:03,2009-03-14T17:45:41,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-15,28.3,18.1,22.9,28.4,18.1,23,15.3,63.2,0,0,0,,,,,23.6,93.9,1011.4,23.4,12.5,,,,,2009-03-15T05:41:30,2009-03-15T17:45:40,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-16,27.7,17.1,22.6,28,17.1,22.7,14.6,61.2,0,0,0,,,,,22.6,88.3,1011.8,24.1,12.6,,,,,2009-03-16T05:40:56,2009-03-16T17:45:39,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-17,29.1,19.1,22.5,29.1,19.1,22.5,14.6,63,0,0,0,,,,,26.4,97,1012.3,15.7,13,,,,,2009-03-17T05:40:23,2009-03-17T17:45:38,0.7,Clear,Clear conditions throughout the day.,clear-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-18,27.7,19.1,23,28.2,19.1,23,13.6,56.4,0,0,0,,,,,26.7,93.7,1012.1,16.2,12.8,,,,,2009-03-18T05:39:49,2009-03-18T17:45:37,0.74,Clear,Clear conditions throughout the day.,clear-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-19,28.5,18.1,23,28.6,18.1,23,14.4,59.5,0,0,0,,,,,22.3,92.5,1009.3,15.8,12.9,,,,,2009-03-19T05:39:15,2009-03-19T17:45:36,0.79,Clear,Clear conditions throughout the day.,clear-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-20,28.2,18.7,23.1,28.2,18.7,23.2,14.6,59.5,0,0,0,,,,,33.5,94.8,1009.8,20.9,12.8,,,,,2009-03-20T05:38:40,2009-03-20T17:45:35,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-21,26.5,20.1,21.8,26.5,20.1,21.8,14.7,64.8,2.366,100,8.33,rain,,,,25.9,108.6,1011.8,41.5,12.8,,,,,2009-03-21T05:38:06,2009-03-21T17:45:33,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-22,26.2,19.1,21.7,26.2,19.1,21.7,14.3,63,1.362,100,4.17,rain,,,,25.9,92.4,1011.5,29.2,12.5,,,,,2009-03-22T05:37:32,2009-03-22T17:45:32,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-23,28.1,17.1,22.3,27.9,17.1,22.3,14.6,62.3,0,0,0,,,,,26.9,92.9,1010.1,36.6,12.8,,,,,2009-03-23T05:36:57,2009-03-23T17:45:30,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
"Cartago, costa rica",2009-03-24,28.5,18.1,23.8,28.6,18.1,23.9,14.5,56.9,0,0,0,,,,,24.1,91,1010.6,28.5,11.6,,,,,2009-03-24T05:36:23,2009-03-24T17:45:28,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78767099999,78764099999,78762099999"
