name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cartago, costa rica",2011-05-09,29,21,23.8,30.8,21,24.1,19.8,78.7,0,0,0,,,,,20.9,97.7,1007.5,72.6,10.7,195.5,16.9,7,,2011-05-09T05:15:15,2011-05-09T17:47:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-10,28.5,21,24,29.9,21,24.3,19.4,76.4,0,0,0,,,,46.4,23.3,109.4,1006.8,64.7,10.8,116.4,9.9,5,,2011-05-10T05:15:00,2011-05-10T17:47:23,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-11,26.8,21,24.1,28.4,21,24.3,19.1,74.5,0,0,0,,,,,19.1,123.8,1007.8,82.5,10.8,105.8,9,4,,2011-05-11T05:14:46,2011-05-11T17:47:33,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-12,28.3,19.1,23,30.2,19.1,23.4,19.3,80.6,0.299,100,4.17,rain,,,,20.8,11.3,1010.2,78.8,10.8,185.3,16.2,7,,2011-05-12T05:14:32,2011-05-12T17:47:44,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-13,28,19,23.2,30.1,19,23.7,20.5,85.9,0.299,100,4.17,rain,,,,17.6,1.2,1008.9,78.3,9.9,182.2,15.6,6,,2011-05-13T05:14:20,2011-05-13T17:47:55,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-14,28.6,19,22.8,30,19,23,19.7,84,0,0,0,,,,,14.8,24.9,1009.1,74.4,10.6,119.6,10.3,4,,2011-05-14T05:14:08,2011-05-14T17:48:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,remote,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-15,27.8,18,22.8,30,18,23.1,19.9,85.1,0,0,0,,,,,17.7,308.7,1010.7,67,9.8,213.6,18.5,8,,2011-05-15T05:13:57,2011-05-15T17:48:18,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-16,28.8,20,23.9,31,20,24.3,19.9,80.6,0.2,100,4.17,rain,,,,17,267.9,1009.6,85.6,9.7,260.1,22.6,9,,2011-05-16T05:13:47,2011-05-16T17:48:30,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MRLM,78767099999,remote,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-17,27.6,17,22.3,28.9,17,22.6,18.6,81.3,0,0,0,,,,,18,240.9,1010.7,80.3,10.8,195.2,17.1,7,,2011-05-17T05:13:38,2011-05-17T17:48:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-18,28,17,22.4,30,17,22.8,19,82.2,0,0,0,,,,,21.4,239.3,1011.1,60.5,9.3,203.3,17.5,8,,2011-05-18T05:13:29,2011-05-18T17:48:55,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-19,28.5,18,23.3,29.8,18,23.6,19.5,81.6,0,0,0,,,,,16.3,296,1010.3,63.4,9.2,215.2,18.5,8,,2011-05-19T05:13:21,2011-05-19T17:49:08,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-20,29.7,19,23.4,31.2,19,23.8,19.9,82.9,0,0,0,,,,,21.6,355.3,1010.8,62.4,7.9,297.4,25.7,10,,2011-05-20T05:13:14,2011-05-20T17:49:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-21,28.2,18,22.7,30.9,18,23,19.7,84.6,0,0,0,,,,,16.6,262.5,1011,87.5,8.7,159.1,13.7,6,,2011-05-21T05:13:08,2011-05-21T17:49:35,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-22,25.3,19.9,21.9,25.3,19.9,21.9,19.2,86.1,7.1,100,4.17,rain,,,,14.8,253.9,1011.3,91.1,10.7,140.3,12.2,5,,2011-05-22T05:13:02,2011-05-22T17:49:49,0.65,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-23,27.2,18,22.2,28.9,18,22.4,19.3,84.4,4.239,100,4.17,rain,,,38.9,19.6,304.1,1011.6,73,10.7,142.6,12.2,5,,2011-05-23T05:12:58,2011-05-23T17:50:03,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-24,26.5,19,22.4,26.5,19,22.4,20.2,88.3,1.314,100,4.17,rain,,,,14.7,308.1,1011.1,81.3,8.3,253,21.7,9,,2011-05-24T05:12:54,2011-05-24T17:50:18,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-25,28.1,20,23.3,30.1,20,23.7,20.6,86.1,7.762,100,4.17,rain,,,,20,296.1,1010.7,78,7,244.2,21,8,,2011-05-25T05:12:50,2011-05-25T17:50:32,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-26,28.1,18,22.5,30,18,22.8,20.2,88,18.1,100,8.33,rain,,,,17.4,326.1,1010.6,74,8.9,99.4,8.5,4,,2011-05-26T05:12:48,2011-05-26T17:50:47,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-27,27.2,19,22.9,29.1,19,23.2,20.4,87,12.168,100,8.33,rain,,,,15.4,270.4,1009.7,75.4,9.7,149.9,12.8,6,,2011-05-27T05:12:46,2011-05-27T17:51:02,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-28,28.4,20,23.1,30.1,20,23.4,20.7,88.2,8.524,100,8.33,rain,,,,16.5,359.9,1008.2,82.3,8.6,74.8,6.3,2,,2011-05-28T05:12:45,2011-05-28T17:51:17,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-29,28.5,20.1,23.5,30.4,20.1,23.7,21.4,88.8,4.836,100,4.17,rain,,,,14.5,275.5,1007.4,80,9.6,198.6,17.1,7,,2011-05-29T05:12:45,2011-05-29T17:51:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-30,27.8,21,23.3,30.3,21,23.6,21.2,88.9,0,0,0,,,,,22.6,270.4,1008.4,80.6,9.8,89.9,7.8,3,,2011-05-30T05:12:46,2011-05-30T17:51:48,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-05-31,28,21,22.9,31.1,21,23.2,21.1,90.3,0,0,0,,,,,17.3,309.5,1009.4,86,9.2,77.5,6.8,3,,2011-05-31T05:12:47,2011-05-31T17:52:04,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-01,26.9,20,22.5,28.8,20,22.6,20.8,91.3,18.542,100,12.5,rain,,,,15.4,273.1,1009.5,86.2,9.5,129.2,11.1,5,,2011-06-01T05:12:49,2011-06-01T17:52:20,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-02,27.2,19.9,22.7,29,19.9,22.9,20.6,88.7,4.816,100,8.33,rain,,,,18.4,289.1,1010.1,79.9,10,180.8,15.6,7,,2011-06-02T05:12:52,2011-06-02T17:52:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-03,28.2,20,23.2,30.7,20,23.6,21.2,89.2,4.538,100,4.17,rain,,,,17.5,286.6,1010.1,84,10.6,184.8,15.8,7,,2011-06-03T05:12:55,2011-06-03T17:52:52,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-04,27.2,19,22.7,28.9,19,23,20.3,87.1,0,0,0,,,,,16.1,303.4,1010.7,66.3,10.3,75.7,6.4,3,,2011-06-04T05:12:59,2011-06-04T17:53:08,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-05,26.3,18,21.5,26.3,18,21.5,19.5,89.3,58.938,100,8.33,rain,,,,17.9,302.4,1011.2,75.3,10,199.2,17.1,7,,2011-06-05T05:13:04,2011-06-05T17:53:24,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-06,26.3,18,21.4,26.3,18,21.4,19.8,91.4,7.358,100,8.33,rain,,,,13.9,290.5,1011.4,78.5,9.7,236.1,20.5,8,,2011-06-06T05:13:09,2011-06-06T17:53:40,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-07,26.9,17,21.7,28.5,17,21.8,19.3,87.8,0.597,100,4.17,rain,,,,18,330.2,1011.4,49.5,10.6,270,23.4,8,,2011-06-07T05:13:15,2011-06-07T17:53:56,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,remote,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-08,28,18,23.5,35.4,18,24.3,20.6,85.1,0,0,0,,,,,18.7,285.1,1010.4,55.9,9.9,245.5,21.2,9,,2011-06-08T05:13:22,2011-06-08T17:54:12,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-09,28.6,20,24,31.7,20,24.6,21.7,88.4,0,0,0,,,,,22.2,286.8,1010.1,70.9,9.3,215,18.4,8,,2011-06-09T05:13:29,2011-06-09T17:54:28,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-10,28.5,20,23.9,32.1,20,24.6,21.5,88.1,0,0,0,,,,,18.4,212,1009.6,68.1,6.2,276.6,23.9,10,,2011-06-10T05:13:37,2011-06-10T17:54:43,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-11,29.1,20,24.2,32.3,20,24.9,20.7,81.9,0.341,100,4.17,rain,,,,16.1,35.7,1007.1,62.8,10.1,262,22.5,9,,2011-06-11T05:13:45,2011-06-11T17:54:59,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-12,28.3,20,24.5,29.6,20,24.9,19.8,75.7,0,0,0,,,,,15.2,98.6,1007.3,72.4,10.8,176.3,15.1,6,,2011-06-12T05:13:54,2011-06-12T17:55:15,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,remote,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-13,28.6,22,24.6,30.5,22,24.8,19.5,73.9,0,0,0,,,,,18.3,86.9,1008,72.8,10.8,164.9,14.1,6,,2011-06-13T05:14:04,2011-06-13T17:55:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-14,29.3,21,24.8,30.9,21,25.3,19.6,73.8,0,0,0,,,,,24.1,96.9,1008.1,62,11.2,94.6,8.1,3,,2011-06-14T05:14:14,2011-06-14T17:55:45,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-15,26.8,20,22.2,29.1,20,22.2,19.9,88.1,3.897,100,8.33,rain,,,,129.6,51.9,1009.2,83.1,9,110.9,9.5,4,,2011-06-15T05:14:24,2011-06-15T17:56:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-16,28.2,19,21.9,30.1,19,22,20,90.3,27.455,100,8.33,rain,,,,13.8,341.7,1010.5,87.8,10.2,167,14.6,6,,2011-06-16T05:14:35,2011-06-16T17:56:15,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-17,26.8,19,22.7,28.4,19,22.7,20.2,87.2,2.448,100,4.17,rain,,,,12.1,350.9,1010.5,83.9,10.3,187.2,16.1,7,,2011-06-17T05:14:46,2011-06-17T17:56:29,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-18,27.2,19,22.1,29.4,19,22.2,20.3,90.4,5.433,100,4.17,rain,,,,14,334.9,1011.9,76.7,10,170.3,14.8,7,,2011-06-18T05:14:58,2011-06-18T17:56:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-19,28.3,18,22.7,29.7,18,23,20,85.9,0,0,0,,,,,16.2,70.2,1011,77.1,11.2,137.3,12,5,,2011-06-19T05:15:10,2011-06-19T17:56:57,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-20,27,19,23.1,29,19,23.3,20.6,86.6,0,0,0,,,,,17.5,353,1010,79,10.8,177.7,15.4,7,,2011-06-20T05:15:22,2011-06-20T17:57:11,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-21,28,19,22.6,29.5,19,22.8,20.5,88.8,0,0,0,,,,,16.4,339.7,1009.9,77.5,9.4,196,16.9,8,,2011-06-21T05:15:35,2011-06-21T17:57:24,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-22,28.5,19,23.2,30.4,19,23.7,20.5,86,4.239,100,4.17,rain,,,,14.3,34,1009.6,76.1,8.6,115,9.9,4,,2011-06-22T05:15:48,2011-06-22T17:57:36,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-23,29.2,20,22.9,31.1,20,23.2,20.6,88.3,0.358,100,4.17,rain,,,37.1,18.5,5.4,1009.9,86.4,10.1,223.3,19.3,8,,2011-06-23T05:16:02,2011-06-23T17:57:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-24,25.7,19.4,21.7,25.7,19.4,21.7,20.2,91.8,0.5,100,4.17,rain,,,,14.3,267.4,1010.1,84,8.9,94.1,8,3,,2011-06-24T05:16:15,2011-06-24T17:58:01,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-25,27.2,20,22.6,29.5,20,22.7,20.6,89.1,1.992,100,8.33,rain,,,,18.2,256.4,1010.2,89.6,9.5,152.4,13.2,6,,2011-06-25T05:16:29,2011-06-25T17:58:12,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-26,25.8,20,22.7,25.8,20,22.7,20.3,87.2,0.132,100,4.17,rain,,,,13.4,75.4,1010.1,85.1,10.4,86.3,7.2,3,,2011-06-26T05:16:43,2011-06-26T17:58:23,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-27,27.4,20.4,23.4,29.9,20.4,23.8,20.2,83,0,0,0,,,,,20.8,212.2,1009.3,65.9,10.2,237.7,20.4,9,,2011-06-27T05:16:58,2011-06-27T17:58:34,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-28,28.3,20,23.7,30.2,20,24.1,20.5,83.5,0,0,0,,,,,20.5,82.6,1009.3,85.4,9.9,189.6,16.5,7,,2011-06-28T05:17:12,2011-06-28T17:58:44,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-29,28.2,20,23,30.1,20,23.2,20.6,87.4,0,0,0,,,,,15.4,26.6,1009.8,77.5,10.9,167.1,14.4,6,,2011-06-29T05:17:27,2011-06-29T17:58:53,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-06-30,30,18,22.5,31.8,18,22.9,20.2,88.5,11.017,100,8.33,rain,,,,17.4,321.2,1010,74.1,10.3,177.5,15.3,7,,2011-06-30T05:17:42,2011-06-30T17:59:02,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-01,26.9,18,21.5,28.3,18,21.6,19.7,90.2,1.575,100,4.17,rain,,,,16.8,274.9,1009.9,89.9,9.6,91.4,8,3,,2011-07-01T05:17:57,2011-07-01T17:59:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-02,27.3,18,21.7,29.2,18,21.9,19.7,89.4,9.427,100,4.17,rain,,,,17.1,245.9,1009.6,84.7,10.3,206.5,18,7,,2011-07-02T05:18:12,2011-07-02T17:59:18,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-03,29,19,22.3,30.7,19,22.4,20.2,89.1,17.023,100,12.5,rain,,,,15.3,300.8,1009.5,88.3,9.5,210.8,18.3,8,,2011-07-03T05:18:27,2011-07-03T17:59:25,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-04,27.5,18,21.6,28.8,18,21.8,19.8,90.2,0,0,0,,,,,16.8,323.5,1010.7,72.2,10.2,97.4,8.3,4,,2011-07-04T05:18:42,2011-07-04T17:59:31,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-05,28.9,17.8,22.7,31.1,17.8,23,20.4,88.4,10.424,100,8.33,rain,,,,12.3,342.2,1010.5,70.5,9.6,237.2,20.5,9,,2011-07-05T05:18:57,2011-07-05T17:59:37,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-06,27.6,19,23.2,28.8,19,23.5,20.1,84.2,0,0,0,,,,,21.4,58.3,1009.4,75.5,11.3,178,15.5,6,,2011-07-06T05:19:12,2011-07-06T17:59:42,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-07,27,19.8,23.4,29.1,19.8,23.6,20.7,85.9,0,0,0,,,,,15.8,286,1008.9,88,9.4,130.9,11.3,4,,2011-07-07T05:19:27,2011-07-07T17:59:47,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-08,28.1,19,22.9,31,19,23.4,20.9,89.3,0,0,0,,,,38.9,15.3,301.8,1008.8,80.8,9.2,221.2,19.1,8,,2011-07-08T05:19:42,2011-07-08T17:59:50,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,remote,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-09,28.9,19,23.8,30.3,19,24.2,20.4,83.1,0,0,0,,,,,15.8,54.5,1008.8,75,10.6,202.9,17.7,7,,2011-07-09T05:19:57,2011-07-09T17:59:53,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,remote,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-10,27.6,21,23.5,28.9,21,23.7,20,82,0,0,0,,,,,18.4,45.2,1008.3,76.4,10.5,156.8,13.5,6,,2011-07-10T05:20:12,2011-07-10T17:59:56,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-11,26.7,19,21.9,28.4,19,22,20.3,91.3,0.5,100,4.17,rain,,,,16.8,284.8,1009.7,74.2,9.5,160.7,14,6,,2011-07-11T05:20:26,2011-07-11T17:59:57,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-12,26.8,19,21.6,27.9,19,21.7,19.7,89.5,8.896,100,4.17,rain,,,,18.7,345.9,1012.5,91.4,10.7,125.1,10.8,4,,2011-07-12T05:20:41,2011-07-12T17:59:58,0.46,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-13,23.5,19,21.3,23.5,19,21.3,19.7,91.3,0.63,100,8.33,rain,,,,8.6,332.8,1011.9,88.6,7.8,140.9,12,6,,2011-07-13T05:20:55,2011-07-13T17:59:58,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-14,25.2,19,21.3,25.2,19,21.3,19.8,91.4,0,0,0,,,,,17.3,282.7,1010.1,73.1,7.9,169.1,14.5,6,,2011-07-14T05:21:09,2011-07-14T17:59:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-15,24.9,19,21.4,24.9,19,21.4,19.9,91.5,9.553,100,4.17,rain,,,,13.3,296.7,1008.6,87.5,7.3,159.5,13.7,6,,2011-07-15T05:21:23,2011-07-15T17:59:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-16,23.7,19,21.2,23.7,19,21.2,20.1,93.9,4.441,100,8.33,rain,,,,8,323.6,1009.2,87.3,8.7,82.9,7.1,3,,2011-07-16T05:21:37,2011-07-16T17:59:54,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-17,26.2,19,21.6,26.2,19,21.6,20.2,92.2,1,100,4.17,rain,,,,15.3,261.5,1010.7,88.4,7.7,144.2,12.4,5,,2011-07-17T05:21:51,2011-07-17T17:59:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-18,26.7,19,22.4,28.4,19,22.4,20,87.3,6.217,100,4.17,rain,,,,19.2,88.3,1010.8,74.1,10.8,257.4,22.2,9,,2011-07-18T05:22:04,2011-07-18T17:59:47,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-19,27.7,20,23.6,30.4,20,24,19.8,79.9,0,0,0,,,,,16.6,104.9,1010.7,39.1,10.5,255.6,21.9,8,,2011-07-19T05:22:17,2011-07-19T17:59:42,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MRLM,78767099999,78764099999,remote,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-20,28.4,19,24,29.9,19,24.4,19.6,77.9,0,0,0,,,,,22.3,89.1,1009.9,48.7,11.1,234.2,20.3,8,,2011-07-20T05:22:30,2011-07-20T17:59:37,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
"Cartago, costa rica",2011-07-21,28.1,21.1,24.3,29.5,21.1,24.7,19.6,76,0,0,0,,,,37.1,19.8,91.3,1008.3,41.7,11,220.6,19.1,8,,2011-07-21T05:22:42,2011-07-21T17:59:30,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MRLM,78767099999,78764099999,MROC,78762099999,MRPV"
