;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2013;7;0.5;0.3;0.3;7.1;0.3;0.5;8.4;0.3;0.3;0.3;1;2.8;0.3;1.8;0.5;0.5;19.6;0.3;3;0.3;18.3;3;0.5;2.8;4.1;4.3;15;5.6;1.3;3.8;3.3
2013;8;2.3;1;2.3;8.1;2.3;3.6;0;0;0.8;0.8;0.3;13;0;0;0.3;0.3;6.3;2.3;0.8;1.8;3.3;5.1;24.1;3.3;0;0.3;13;0.3;0.8;0;40.4
2013;9;14.5;14.2;0;0.3;0;7.4;0;3.6;17.8;0.3;17.5;17;23.6;0;0;27.4;2.3;3.3;0.5;0;0;3.3;0;0.3;12.7;18.3;1;0.3;26.9;25.4;-
2013;10;0;11.2;0.3;2.8;5.1;6.1;4.6;0.3;1.3;0.3;3;3.5;1.3;0.3;28.7;9.4;2;5.6;17.5;1.3;1.8;19;2.5;4.1;0.3;6.1;4.1;0;4.3;0.8;0.3
2013;11;3;5.6;4.8;0.3;0.5;0.5;6.1;6.6;1.3;5.8;3.8;9.9;3;0.3;0.3;1;0.3;2;0.3;0;0;0;0.8;0.3;0;0;1.3;81.8;1.3;2.3;-
2013;12;2;0;0;0;0;2;0;1;0;0;0;8.4;0.3;1;13.7;5.6;10.9;6.4;1;0.3;0;0;0;0;0;0;0;0;0;0;0
2014;1;1.5;0;0.3;0;0.3;0;0.5;0.5;1.8;1;0;0;0.5;0;0;19.1;6.3;0.5;25.2;5.8;8.9;2;0.3;0;0;0;0;0;0.5;0;0
2014;2;0;0;0;0;0;0;0;5.6;1.8;2;0.5;0.3;0;0;0;0.3;0.5;0;0;0;0;0;0;0;0;0;0;2;-;-;-
2014;3;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0.3;1;1.5;0;0;0;0;0;0;0;0;0;0
2014;4;0;0;0;1.5;0.3;0;0;0;6.4;3.8;2.5;0.3;0;0;5.1;0;0;1.3;0.3;1.5;1.3;1.3;4.8;0.3;0;10.7;2;0.3;0.3;1;-
