;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2013;11;20.1;0;0.1;0.2;1.2;3;0.4;6;23.9;0.1;0;3.8;0.1;4.4;0;1;0;0.3;0;0;0;0;0.2;0.3;0;0;1.4;46.9;4.4;3.7;-99
2013;12;4;0;0;0;0;0.1;0;0.1;0;0;0;3.7;0.5;0;4.6;0.5;0.7;0.8;1.3;0.1;0;0;0;0;0;0;0;0;0;0;0
2014;1;0.4;0.1;0.1;0;0;0.1;0.1;0;8.8;2.6;0;1.6;0.1;0;0;2.2;1.2;0;1.7;1;0.1;0.3;1.1;0;0;-99;-99;0;0;0;0
2014;2;0;0;0;0;0;0;0;0.3;0.7;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;-99;-99
2014;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0
2014;4;0;0;0;0;0;0;0;0;2.4;17.8;2;0;0;0.9;0.2;0;0;0.1;0.2;1.9;0.8;0;0;0;0;1.9;0;0.3;1.5;-99;-99
2014;5;-99;-99;-99;-99;0;0;8.1;2.7;0;39.8;0.3;0.1;0;0;0;0.6;0;0;0;0;0;0;0;0;0.7;0.1;0.4;0.3;0.3;1.1;9.6
2014;6;1.7;0;4.5;20.8;7.1;28.1;0.4;0;2.8;0;0;0.1;0.6;-99;-99;-99;-99;-99;-99;-99;-99;-99;8;11.2;6.9;13.6;1.4;0.2;0.6;7.9;-99
2014;7;1.1;2.2;0.1;0.2;0;2.6;0;3.5;7.5;9.9;7.2;12;10.8;2.5;0.2;0;10.5;0;2.6;0.1;1;0.3;3.1;0.7;0;0;6;1;0.1;6.7;0.8
2014;8;1.4;4.2;2.7;12.4;0;0.9;0.1;11.1;0.9;0;3.2;0;0.2;0.4;3.1;0;9.3;9.2;7.6;12.7;0;0.2;8.1;0.1;0;0;3.5;16.1;1.6;0.8;0
2014;9;5.5;10.2;7.2;0;18.5;7.7;0;0.2;0;11;42.4;2.9;0;1.1;0.2;1;22.8;8.9;1.5;0;8.5;0;19.6;15.8;26.5;28.7;0;15.4;23.5;0;-99
2014;10;0;3;9.6;0;0.7;0.2;14.3;5.1;0;12.7;3.6;2.2;1.7;15.9;0.6;11.4;2.8;26;12.7;4.9;1.5;0.8;2.4;0;12.3;2.7;0;0;0;0.5;3.4
2014;11;1.4;0.1;7.7;2.8;0.2;0.9;0.5;0;0.2;0.1;0;0;0.2;0.1;0.3;0.2;0;0;0;0.2;0.7;0;0;0;10.3;5.2;16.5;8.6;0;0.1;-99
2014;12;0.5;1.5;1.7;2.7;3.1;5.6;2.7;1.1;0.5;0.5;2;9;17.3;10.1;0.4;1.8;0.8;1.5;0;0;0;0;0;0;0.2;0;1.8;0;0;22.4;4
2015;1;4.7;4.8;0.3;13.2;17.7;15.3;7.1;5.2;0;0.2;0.6;0;0.8;0.1;0;1.5;0;0.6;4.4;4.5;0;0;0;0;0;0.3;3.8;11;6.7;0.1;0
2015;2;0;0;0.5;0.1;0;0.4;0;0;0.9;0;0;0;3.4;2.1;5.1;5.6;0;0;0;1.9;4.2;0;0;0;0;0;0;0.3;-99;-99;-99
2015;3;2.9;0;0;0;0;0;2.2;2.5;0.1;0;0.7;1.5;0.1;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.4
2015;4;0;0;0;0;0.1;0;0.3;0.1;0.2;0.6;0.3;0.2;0.7;0.6;1.4;0.6;0;0;0;1.5;0;0;0.3;0;0;0;0;0;0;0.3;-99
2015;5;0;0;0;0;0.3;2;0;0;0.4;0;0.2;3.7;10.3;4.3;2.6;16.1;0.7;0.4;3.8;1.2;2.2;0.1;6.5;20.2;4.3;1.1;1.3;0;0;14.2;7.6
2015;6;0;1;21.8;9.1;4.1;0.1;10.3;0.3;4.4;38.6;0.5;7.7;0;0;0.1;0.9;5.3;0.8;0;15.1;14.3;13.8;0.5;0.3;30.3;20;28;18.6;0;0.8;-99
2015;7;0.8;0.3;11.3;1.2;4.9;24.2;10.7;5.4;6.9;11;1.6;6.4;0.3;4.7;0.1;0;5.5;7.5;8.3;0.2;0;0.1;2.5;0.5;0.1;1.5;0.1;5.4;3.6;1.9;0
2015;8;0.4;0;0;0.9;0.4;0.5;0;0;0;0.5;7.9;0.7;0;2.2;0;0.4;0;0.4;0.4;0;2.7;0.6;0;2.4;0;0;0;0;0.2;0;0
2015;9;2;3.7;0.2;1;0;3;0;2.3;1.7;21;0.2;2.8;0;0;0;0;3.4;4.1;12.3;0;0.4;5.8;6;3.8;19.6;8.6;21.6;0;0.1;0.8;-99
2015;10;2.8;40.9;0.8;0.1;1.3;3.8;1.5;0;0;0.1;11.7;39.1;7.1;0.6;53.5;6.9;0.1;3.1;0.1;0.3;0.2;0;0.8;1.2;0.7;9.8;18.8;0;0.7;0;0
2015;11;0;0;0;4.5;2.4;0.2;0;0.6;0;33;8.2;0;0;0;2.6;7.2;14.2;28.7;0.9;16.4;4;2.8;0.1;0;1.6;0.3;0.3;0;0.9;2.2;-99
2015;12;1.1;0;0;0;2.6;5.5;0.3;0;0;0;0.1;0;0;0;0;0;0.1;0;3.1;6;5.4;0.9;0;0.9;1;0.3;0;0;0.1;0;1.9
2016;1;6.8;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.1;0.9;0.1;0.7;0.6;0.4;0;0;0;0;0;0
2016;2;0;1.3;0;0;0;0;0;0.2;2;0.3;5;5.8;0;0;0;0;0;16.5;6.8;0;0;0;0;0;0;2;0.3;0.1;0;-99;-99
2016;3;0.1;0;0.2;0;0;0.6;0;0;0;0;0;0.3;0.3;0;0;0;0;0;0;0;0;1;0.2;0;0;0;0.3;0;0;0;0
2016;4;4.9;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.6;0.1;0;0.5;0;0;0;20;15;0;0.1;3.4;-99
2016;5;0;0;10.3;0.1;51.9;6.7;0;0;0;0;0;0;1.9;1.5;0;9.4;2.1;0;0;0;0.7;0.6;1.1;0;0.4;14.1;21.2;3.2;0.9;7.5;13.3
2016;6;1.9;12.3;1;20;11.7;0;0;24.7;0;0;0.8;0;0.1;1.5;0.1;0;2.9;33.4;0;13.6;23.5;3.5;12.7;0.2;0.9;0;0;0.1;2.5;14.3;-99
2016;7;0.6;8.4;0.1;2.1;0.1;2.3;7.2;3.3;0;4.7;5.3;0.1;2.8;0.4;0.2;0.9;0.1;2.6;5.5;0.1;0;1.2;4.3;0.2;0;1.2;0;2.7;0;0.1;0
2016;8;0;0;35.1;0.4;0;0.2;0;0;4.8;0.2;3.2;3.8;0.5;0.1;0;0;0;0.7;0.4;0;1.6;3.5;3;0;0;0;6.7;5;0.2;1.6;0.4
